"Index","Date","Open","High","Low","Close","Volume","Adj.Close"
"1",2005-01-03,23.35,23.35,23.35,23.35,0,11.386377
"2",2005-01-04,23.110001,23.110001,23.110001,23.110001,0,11.269342
"3",2005-01-05,23.02,23.02,23.02,23.02,0,11.225455
"4",2005-01-06,23.17,23.17,23.17,23.17,0,11.298602
"5",2005-01-07,23.08,23.08,23.08,23.08,0,11.254714
"6",2005-01-10,23.110001,23.110001,23.110001,23.110001,0,11.269342
"7",2005-01-11,22.959999,22.959999,22.959999,22.959999,0,11.196196
"8",2005-01-12,22.92,22.92,22.92,22.92,0,11.176691
"9",2005-01-13,22.73,22.73,22.73,22.73,0,11.084039
"10",2005-01-14,22.809999,22.809999,22.809999,22.809999,0,11.123052
"11",2005-01-18,23.09,23.09,23.09,23.09,0,11.25959
"12",2005-01-19,22.76,22.76,22.76,22.76,0,11.09867
"13",2005-01-20,22.530001,22.530001,22.530001,22.530001,0,10.986514
"14",2005-01-21,22.440001,22.440001,22.440001,22.440001,0,10.942624
"15",2005-01-24,22.469999,22.469999,22.469999,22.469999,0,10.957253
"16",2005-01-25,22.51,22.51,22.51,22.51,0,10.976759
"17",2005-01-26,22.540001,22.540001,22.540001,22.540001,0,10.991389
"18",2005-01-27,22.530001,22.530001,22.530001,22.530001,0,10.986514
"19",2005-01-28,22.51,22.51,22.51,22.51,0,10.976759
"20",2005-01-31,22.9,22.9,22.9,22.9,0,11.166939
"21",2005-02-01,23.07,23.07,23.07,23.07,0,11.249838
"22",2005-02-02,23,23,23,23,0,11.215702
"23",2005-02-03,22.91,22.91,22.91,22.91,0,11.171816
"24",2005-02-04,23.17,23.17,23.17,23.17,0,11.298602
"25",2005-02-07,23.110001,23.110001,23.110001,23.110001,0,11.269342
"26",2005-02-08,23.120001,23.120001,23.120001,23.120001,0,11.27422
"27",2005-02-09,23.040001,23.040001,23.040001,23.040001,0,11.235209
"28",2005-02-10,23.110001,23.110001,23.110001,23.110001,0,11.269342
"29",2005-02-11,23.32,23.32,23.32,23.32,0,11.371747
"30",2005-02-14,23.35,23.35,23.35,23.35,0,11.386377
"31",2005-02-15,23.35,23.35,23.35,23.35,0,11.386377
"32",2005-02-16,23.26,23.26,23.26,23.26,0,11.342489
"33",2005-02-17,23.08,23.08,23.08,23.08,0,11.254714
"34",2005-02-18,22.959999,22.959999,22.959999,22.959999,0,11.196196
"35",2005-02-22,22.66,22.66,22.66,22.66,0,11.049905
"36",2005-02-23,22.780001,22.780001,22.780001,22.780001,0,11.108421
"37",2005-02-24,22.82,22.82,22.82,22.82,0,11.127928
"38",2005-02-25,23.049999,23.049999,23.049999,23.049999,0,11.240082
"39",2005-02-28,22.92,22.92,22.92,22.92,0,11.176691
"40",2005-03-01,23.18,23.18,23.18,23.18,0,11.303477
"41",2005-03-02,23.16,23.16,23.16,23.16,0,11.293725
"42",2005-03-03,23.08,23.08,23.08,23.08,0,11.254714
"43",2005-03-04,23.4,23.4,23.4,23.4,0,11.410758
"44",2005-03-07,23.379999,23.379999,23.379999,23.379999,0,11.401005
"45",2005-03-08,23.280001,23.280001,23.280001,23.280001,0,11.352241
"46",2005-03-09,23.110001,23.110001,23.110001,23.110001,0,11.269342
"47",2005-03-10,23.18,23.18,23.18,23.18,0,11.303477
"48",2005-03-11,22.98,22.98,22.98,22.98,0,11.20595
"49",2005-03-14,23.120001,23.120001,23.120001,23.120001,0,11.27422
"50",2005-03-15,23.08,23.08,23.08,23.08,0,11.254714
"51",2005-03-16,22.959999,22.959999,22.959999,22.959999,0,11.196196
"52",2005-03-17,22.940001,22.940001,22.940001,22.940001,0,11.186444
"53",2005-03-18,22.9,22.9,22.9,22.9,0,11.166939
"54",2005-03-21,22.709999,22.709999,22.709999,22.709999,0,11.074286
"55",2005-03-22,22.41,22.41,22.41,22.41,0,10.927994
"56",2005-03-23,22.23,22.23,22.23,22.23,0,10.840219
"57",2005-03-24,22.18,22.18,22.18,22.18,0,10.815839
"58",2005-03-28,22.24,22.24,22.24,22.24,0,10.845097
"59",2005-03-29,22.120001,22.120001,22.120001,22.120001,0,10.786581
"60",2005-03-30,22.35,22.35,22.35,22.35,0,10.898736
"61",2005-03-31,22.33,22.33,22.33,22.33,0,10.888982
"62",2005-04-01,22.129999,22.129999,22.129999,22.129999,0,10.791457
"63",2005-04-04,22.200001,22.200001,22.200001,22.200001,0,10.825591
"64",2005-04-05,22.200001,22.200001,22.200001,22.200001,0,10.825591
"65",2005-04-06,22.26,22.26,22.26,22.26,0,10.854853
"66",2005-04-07,22.34,22.34,22.34,22.34,0,10.893861
"67",2005-04-08,22.209999,22.209999,22.209999,22.209999,0,10.830468
"68",2005-04-11,22.17,22.17,22.17,22.17,0,10.810962
"69",2005-04-12,22.290001,22.290001,22.290001,22.290001,0,10.869477
"70",2005-04-13,22.040001,22.040001,22.040001,22.040001,0,10.747568
"71",2005-04-14,21.780001,21.780001,21.780001,21.780001,0,10.620785
"72",2005-04-15,21.469999,21.469999,21.469999,21.469999,0,10.469614
"73",2005-04-18,21.59,21.59,21.59,21.59,0,10.528131
"74",2005-04-19,21.85,21.85,21.85,21.85,0,10.654917
"75",2005-04-20,21.459999,21.459999,21.459999,21.459999,0,10.464737
"76",2005-04-21,21.74,21.74,21.74,21.74,0,10.601278
"77",2005-04-22,21.549999,21.549999,21.549999,21.549999,0,10.508628
"78",2005-04-25,21.77,21.77,21.77,21.77,0,10.615907
"79",2005-04-26,21.58,21.58,21.58,21.58,0,10.523254
"80",2005-04-27,21.719999,21.719999,21.719999,21.719999,0,10.591523
"81",2005-04-28,21.469999,21.469999,21.469999,21.469999,0,10.469614
"82",2005-04-29,21.700001,21.700001,21.700001,21.700001,0,10.581772
"83",2005-05-02,21.690001,21.690001,21.690001,21.690001,0,10.576895
"84",2005-05-03,21.67,21.67,21.67,21.67,0,10.567142
"85",2005-05-04,22.15,22.15,22.15,22.15,0,10.801209
"86",2005-05-05,22.09,22.09,22.09,22.09,0,10.771951
"87",2005-05-06,22.030001,22.030001,22.030001,22.030001,0,10.742693
"88",2005-05-09,22.16,22.16,22.16,22.16,0,10.806085
"89",2005-05-10,21.879999,21.879999,21.879999,21.879999,0,10.669545
"90",2005-05-11,21.959999,21.959999,21.959999,21.959999,0,10.708556
"91",2005-05-12,21.719999,21.719999,21.719999,21.719999,0,10.591523
"92",2005-05-13,21.57,21.57,21.57,21.57,0,10.518378
"93",2005-05-16,21.84,21.84,21.84,21.84,0,10.650042
"94",2005-05-17,21.92,21.92,21.92,21.92,0,10.689051
"95",2005-05-18,22.15,22.15,22.15,22.15,0,10.801209
"96",2005-05-19,22.190001,22.190001,22.190001,22.190001,0,10.820714
"97",2005-05-20,22.110001,22.110001,22.110001,22.110001,0,10.781704
"98",2005-05-23,22.190001,22.190001,22.190001,22.190001,0,10.820714
"99",2005-05-24,22.139999,22.139999,22.139999,22.139999,0,10.796329
"100",2005-05-25,22.049999,22.049999,22.049999,22.049999,0,10.752445
"101",2005-05-26,22.1,22.1,22.1,22.1,0,10.776826
